name,code,series_code,series,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Faroe Islands,FRO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,arms_exp,Arms exports (SIPRI trend indicator values),60000000,1000000,1000000,..,..,1000000,86000000,33000000,33000000,33000000,2000000,39000000,30000000,..,63000000,63000000,..,..,63000000,63000000,..,..,20000000,..,..,..,..,..,1000000,..,..,22000000,11000000,17000000,26000000,26000000,9000000,10000000,34000000,28000000,12000000,33000000,34000000,40000000,34000000,51000000,137000000,77000000,79000000,51000000,60000000,40000000,102000000,75000000,91000000,23000000,66000000,58000000
Fragile and conflict affected situations,FCS,arms_exp,Arms exports (SIPRI trend indicator values),3000000,..,..,..,3000000,..,..,2000000,..,..,14000000,..,..,..,..,..,..,..,..,..,123000000,..,346000000,60000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,arms_exp,Arms exports (SIPRI trend indicator values),909000000,940000000,974000000,1232000000,1417000000,1196000000,1646000000,1533000000,1483000000,1460000000,1692000000,2298000000,2602000000,2881000000,2096000000,2184000000,2004000000,2674000000,3295000000,3010000000,3842000000,3785000000,3826000000,3455000000,3002000000,4019000000,3022000000,1799000000,1956000000,2197000000,1712000000,1111000000,1185000000,929000000,851000000,971000000,1892000000,3230000000,3145000000,1854000000,1113000000,1457000000,1474000000,1441000000,2324000000,1842000000,1706000000,2410000000,2007000000,1929000000,897000000,1758000000,1035000000,1492000000,1697000000,2077000000,2278000000,2162000000
French Polynesia,PYF,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46000000,69000000,..,69000000,..,16000000,..,..,..,..,..,..,..,..,..,..,..,7000000,7000000
Germany,DEU,arms_exp,Arms exports (SIPRI trend indicator values),156000000,12000000,146000000,133000000,438000000,332000000,713000000,771000000,574000000,740000000,1434000000,1364000000,1377000000,226000000,1208000000,1446000000,1662000000,1862000000,1631000000,1431000000,1596000000,1940000000,1584000000,2297000000,2858000000,1283000000,1415000000,969000000,1388000000,1202000000,1816000000,2482000000,1437000000,1500000000,2800000000,1465000000,1950000000,939000000,1808000000,1857000000,1610000000,895000000,902000000,1660000000,1126000000,2068000000,2764000000,3310000000,2380000000,2521000000,2725000000,1351000000,847000000,738000000,1774000000,1769000000,2535000000,1653000000
Ghana,GHA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19000000,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,7000000,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,10000000,18000000,..,19000000,31000000,9000000,3000000,2000000,2000000,..,6000000,22000000,13000000,23000000,..,..,..,..,..,..,..,..,..,..,30000000
Greenland,GRL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,1000000,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High income,HIC,arms_exp,Arms exports (SIPRI trend indicator values),10071000000,9746000000,9469000000,12669000000,17024000000,15527000000,13505000000,12822000000,13497000000,17001000000,14152000000,19509000000,18756000000,18974000000,19283000000,24419000000,24214000000,23203000000,23450000000,19142000000,21525000000,26365000000,26237000000,25742000000,23829000000,20862000000,20669000000,21409000000,20537000000,20764000000,18283000000,19985000000,19935000000,20388000000,19657000000,17645000000,18940000000,23799000000,24435000000,18856000000,13783000000,12225000000,10725000000,12147000000,13880000000,15308000000,17712000000,19497000000,16068000000,16988000000,16522000000,18990000000,16394000000,15709000000,19155000000,19912000000,21614000000,22913000000
Honduras,HND,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,18000000,18000000,37000000,28000000,..,..,8000000,44000000,8000000,8000000,..,..,..,..,4000000,30000000,4000000,4000000,..,..,..,..,..,..,..,..,..,21000000,..,6000000,..,24000000,..,..,..,..,34000000,..,..,82000000,..,9000000,..,..,..,..,..,41000000,..,..,..,..
IBRD only,IBD,arms_exp,Arms exports (SIPRI trend indicator values),328000000,85000000,..,..,..,..,..,755000000,..,1035000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5371000000,..,..,..,..,..,..,..,..,7366000000,..,7337000000,..,8150000000,7039000000,..,10800000000,..,..,7644000000,..,10558000000,..
Iceland,ISL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,5000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,arms_exp,Arms exports (SIPRI trend indicator values),328000000,85000000,..,..,..,..,..,762000000,..,1035000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7365000000,..,..,..,..,..,..,..,..,..,10632000000,..
IDA blend,IDB,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,3000000,..,..,6000000,..,..,..,3000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,1000000,0,..,14000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,3000000,..,..,7000000,0,..,14000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,1000000,..,..,6000000,2000000,21000000,24000000,31000000,..,..,27000000,22000000,..,..,2000000,..,..,..,..,0,1000000,0,3000000,0,1000000,9000000,2000000,2000000,0,0,0,0,21000000,2000000,0,4000000,27000000,19000000,33000000,23000000,15000000,27000000,5000000,3000000,..,14000000,36000000,42000000,42000000,56000000
Indonesia,IDN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,7000000,..,..,..,..,..,..,12000000,..,..,..,..,..,..,..,9000000,..,4000000,..,..,..,..,8000000,4000000,..,..,..,..,..,..,16000000,16000000,25000000,..,8000000,..,49000000,..,16000000,49000000,..,25000000,8000000,8000000,..,1000000,..,..,8000000,..,..,..,..,94000000,102000000
"Iran, Islamic Rep.",IRN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,3000000,..,..,..,..,28000000,..,..,23000000,6000000,106000000,6000000,129000000,81000000,..,..,..,..,0,0,0,0,1000000,1000000,1000000,1000000,1000000,1000000,0,1000000,1000000,1000000,0,1000000,2000000,0,0,0,0,0,3000000,9000000,1000000,2000000,75000000,..,43000000,45000000,45000000,86000000,21000000,12000000,47000000,15000000,5000000,10000000
Iraq,IRQ,arms_exp,Arms exports (SIPRI trend indicator values),3000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28000000,..,..,..,..,..,..,..,168000000,20000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2000000,9000000,9000000,2000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,30000000,29000000,26000000,26000000,25000000,1000000,25000000,26000000,13000000,..,..,..
Isle of Man,IMN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,5000000,10000000,14000000,13000000,23000000,24000000,13000000,21000000,31000000,16000000,51000000,118000000,62000000,202000000,212000000,192000000,279000000,221000000,257000000,418000000,281000000,209000000,354000000,137000000,75000000,212000000,85000000,152000000,324000000,383000000,296000000,166000000,286000000,247000000,229000000,190000000,404000000,469000000,574000000,409000000,609000000,510000000,406000000,544000000,349000000,737000000,655000000,541000000,461000000,426000000,399000000,727000000,1433000000,1263000000
Italy,ITA,arms_exp,Arms exports (SIPRI trend indicator values),104000000,244000000,261000000,240000000,385000000,295000000,243000000,149000000,192000000,325000000,280000000,395000000,296000000,341000000,417000000,526000000,529000000,505000000,691000000,1303000000,1168000000,1715000000,1699000000,1212000000,1278000000,920000000,228000000,617000000,386000000,335000000,206000000,349000000,248000000,341000000,208000000,297000000,291000000,454000000,426000000,504000000,208000000,256000000,478000000,365000000,263000000,832000000,553000000,749000000,422000000,512000000,537000000,944000000,747000000,867000000,683000000,711000000,670000000,660000000
Jamaica,JAM,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,arms_exp,Arms exports (SIPRI trend indicator values),1000000,61000000,100000000,8000000,14000000,..,5000000,..,..,34000000,..,15000000,8000000,34000000,53000000,..,..,..,9000000,11000000,167000000,..,..,17000000,17000000,44000000,99000000,..,..,15000000,30000000,68000000,126000000,153000000,162000000,158000000,188000000,32000000,..,..,..,..,..,..,..,..,..,40000000,..,..,..,..,..,..,..,..,..,2000000
Jordan,JOR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,36000000,..,22000000,9000000,50000000,..,18000000,..,..,..,..,..,76000000,..,2000000,7000000,..,7000000,64000000,..,..,..,..,65000000,..,..,6000000,..,..,..,..,..,..,42000000,20000000,..,13000000,13000000,28000000,117000000,..,21000000,25000000,114000000,8000000,17000000,77000000
Kazakhstan,KAZ,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13000000,12000000,3000000,6000000,183000000,19000000,12000000,..,..,5000000,..,6000000,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8000000,..,..,..,..,..,..,..,..,..,2000000,..,2000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People?s Rep.",PRK,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,11000000,12000000,..,..,..,20000000,29000000,5000000,148000000,250000000,88000000,57000000,65000000,212000000,189000000,58000000,4000000,113000000,131000000,137000000,24000000,41000000,47000000,47000000,81000000,55000000,58000000,73000000,162000000,134000000,47000000,20000000,20000000,20000000,20000000,20000000,..,..,..,..,1000000,..,..,..
"Korea, Rep.",KOR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,141000000,..,..,..,..,..,..,105000000,105000000,130000000,65000000,..,126000000,33000000,78000000,..,51000000,48000000,72000000,118000000,..,60000000,7000000,27000000,24000000,21000000,32000000,..,10000000,228000000,..,96000000,73000000,108000000,158000000,279000000,109000000,224000000,197000000,331000000,218000000,347000000,163000000,101000000,585000000,587000000
Kosovo,XKX,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,3000000,..,..,..,..,..,..,..,..,..,..,..,..,24000000,..,..,..,4000000,..,..,..,..,..,..,..,..,..,..,..,..,..,95000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57000000,..,..,..,..,..,..,..,92000000,..,..,18000000,18000000,14000000,..,..,..,..,..,..,4000000,5000000,5000000
Lao PDR,LAO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,arms_exp,Arms exports (SIPRI trend indicator values),298000000,52000000,65000000,122000000,298000000,653000000,938000000,723000000,..,..,..,1579000000,1519000000,841000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5357000000,..,..,..,..,..,..,..,..,6911000000,5595000000,6433000000,6511000000,7289000000,6330000000,7863000000,9903000000,9997000000,10172000000,6524000000,..,9384000000,7454000000
Latin America & Caribbean,LCN,arms_exp,Arms exports (SIPRI trend indicator values),8000000,12000000,6000000,..,4000000,..,..,0,..,..,..,..,..,..,..,73000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,arms_exp,Arms exports (SIPRI trend indicator values),2000000,12000000,6000000,..,4000000,..,..,0,..,..,..,..,..,..,..,73000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,arms_exp,Arms exports (SIPRI trend indicator values),8000000,12000000,6000000,..,4000000,..,..,0,..,..,..,..,..,..,..,72000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,1000000,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,45000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,26000000,4000000,..,8000000,398000000,95000000,107000000,168000000,14000000,54000000,32000000,10000000,14000000,64000000,7000000,36000000,..,..,..,3000000,..,..,3000000,10000000,..,..,..,21000000,16000000,113000000,113000000,18000000,10000000,18000000,32000000,28000000,0,..,..,..,..,..,..
Liechtenstein,LIE,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,arms_exp,Arms exports (SIPRI trend indicator values),317000000,80000000,..,..,..,..,..,453000000,..,712000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7103000000,..,..,..,..,..,..,..,..,..,10628000000,..
Low income,LIC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,3000000,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,arms_exp,Arms exports (SIPRI trend indicator values),..,0,9000000,15000000,2000000,..,13000000,10000000,27000000,21000000,65000000,46000000,..,43000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Macedonia, FYR",MKD,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,7000000,..,..,..,..,..,..,..,..,..,..,6000000,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,11000000,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..
Maldives,MDV,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10000000,..,..,..,..,..,..,..,..,..,..,5000000,..,..
Marshall Islands,MHL,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,arms_exp,Arms exports (SIPRI trend indicator values),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
